English Word	English Lemma	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
Mother	mother	I'm a mother.	We love our mothers.	Ben bir anneyim.	Annelerimizi seviyoruz.
Motion	motion	Motion denied.	Motion denied.	Önerge reddedildi.	Önerge reddedildi.
Motivated	motivate	I motivated you.	What motivated you?	Seni motive ettim.	Seni ne motive etti?
Motive	motive	Sami had motive.	There was no motive.	Sami'nin gerekçesi vardı.	Ortada bir sebep yoktu.
Motorcycle	motorcycle	I have a motorcycle.	I have a motorcycle.	Benim bir motosikletim var.	Benim bir motosikletim var.
Mountain	mountain	I climb mountains.	He likes mountains.	Dağa tırmanırım.	Dağları sever.
Mountaineer	mountaineer				
Mouse	mouse	I hate mice.	She caught two mice.	Farelerden nefret ederim.	O iki fare yakaladı.
Mouse	mouse	I hate mice.	She caught two mice.	Farelerden nefret ederim.	O iki fare yakaladı.
Mouth	mouth	Open your mouth!	Tom's mouth is open.	Ağzını aç!	Tom'un ağzı açık.
Moving	move	Move.	Tom moves the thing.	İlerle.	O her zaman neşelidir.
Mower	mower				
Mud	mud	His name is mud.	I fell into the mud.	Onun adı lekelendi.	Çamura düştüm.
Muezzin	muezzin				
Mule	mule	Mules are sterile.	A mule kicked Tom.	Katırlar kısırdır.	Bir katır Tom'u tekmeledi.
Multicultural	multicultural				
Multiethnic	multiethnic				
Multiple	multiple				
Mummy	Mummy	Mummy cried.	Mummy cried.	Anne bağırdı.	Anne bağırdı.
Murder	murder	We murdered Tom.	Caesar was murdered.	Tom'u öldürdük.	Sezar cinayete kurban gitti.
Muscle	muscle	I pulled a muscle.	Tom pulled a muscle.	Ben bir kası incittim.	Tom bir kasını incitti.
Museum	museum	Tom loves museums.	That's not a museum.	Tom müzeleri sever.	O bir müze değil.
Mushrooms	mushroom				
Music	music	I hear music.	I love Berber music.	Ben müzik dinliyorum.	Berberice müziği severim.
Musician	musician	I'm a musician.	Are you a musician?	Ben bir müzisyenim.	Bir müzisyen misin?
Muslim	muslim	I am Muslim.	My father is Muslim.	Ben Müslümanım.	Babam Müslümandır.
Mustache	mustache	I have a mustache.	Tom grew a mustache.	Bıyığım var.	Tom bıyık uzattı.
Mustard	Mustard	I like mustard.	I like mustard.	Ben hardalı severim.	Ben hardalı severim.
Mutation	mutation				
Mutineer	mutineer				
Mutiny	Mutiny	This is mutiny!	This is mutiny!	Bu isyandır!	Bu başkaldırıdır!
Mutually	mutually				
Muzzle	muzzle				
Mycosis	mycosis				
Mysteriously	mysteriously				
Mystery	mystery	I like mysteries.	The mystery deepens.	Gizemleri seviyorum.	Gizemim derinleşiyor.
Myth	myth	It's a myth.	I think it's a myth.	Bu bir efsane.	Sanırım o bir efsane.
Mythology	mythology				
Nail	nail	I nailed it.	I think I nailed it.	Onu mükemmel bir şekilde yaptım.	Galiba başardım.
Nails	Nails				
Naive	naive	I'm naive.	I know Tom is naive.	Ben safım.	Tom'un saf olduğunu biliyorum.
Naively	naively				
Naivety	naivety				
Naked	naked	I'm naked.	I've seen her naked.	Çıplağım.	Onu çıplak gördüm.
Nanosecond	nanosecond				
Nap	nap	Take a nap.	I didn't take a nap.	Şekerleme yap.	Ben şekerleme yapmadım.
Napkin	napkin	Use the napkin.	May I have a napkin?	Peçete kullan.	Bir peçete alabilir miyim?
Narcissistic	narcissistic				
Narrow	narrow	It's narrow.	The path was narrow.	O, dardır.	Patika dardı.
Narrow-minded	narrow	It's narrow.	The path was narrow.	O, dardır.	Patika dardı.
Nasty	nasty	He is nasty.	That's really nasty.	O kötüdür.	O gerçekten iğrenç.
Nasty	nasty	He is nasty.	That's really nasty.	O kötüdür.	O gerçekten iğrenç.
Nation	nation				
National	National				
Nationalism	nationalism				
Nationalist	nationalist	He's a nationalist.	He's a nationalist.	O bir milliyetçi.	O bir milliyetçi.
Nationality	nationality				
Naturally	naturally	Naturally.	Just act naturally.	Elbette.	Sadece doğal davran.
Nature	nature	I love nature.	Nature is awakening.	Doğayı severim.	Tabiat uyanıyor.
Naturist	naturist				
Navel	navel				
Navy	Navy	I joined the navy.	He joined the navy.	Donanmaya katıldım.	Deniz kuvvetlerine girdi.
Necessarily	necessarily				
Necessary	necessary	It's necessary.	Is it all necessary?	O gerekli.	Bunun hepsi gerekli mi?
Neck	neck	My neck hurts.	Tom has a long neck.	Boynum ağrıyor.	Tom'un uzun bir boynu var.
Neck	neck	My neck hurts.	Tom has a long neck.	Boynum ağrıyor.	Tom'un uzun bir boynu var.
Necklace	necklace	She hid a necklace.	She hid a necklace.	O bir kolye sakladı.	O bir kolye sakladı.
Need	need	I need it.	They need new shoes.	Buna ihtiyacım var.	Onlara yeni ayakkabılar lazım.
Needle	needle	I hate needles.	I hate needles.	İğnelerden nefret ediyorum.	İğnelerden nefret ediyorum.
Negative	negative	You're so negative.	You're so negative.	Çok olumsuzsun.	Çok olumsuzsun.
Negligent	negligent	I was negligent.	Tom was negligent.	İhmalkârdım.	Tom ihmalkardı.
Negotiate	negotiate	Let's negotiate.	I want to negotiate.	Tartışalım.	Ben görüşmek istiyorum.
Negotiation	negotiation				
Neigh	neigh	The horse neighs.	The horse neighs.	At kişner.	At kişner.
Neighbor	neighbor	We're neighbors.	I have no neighbors.	Biz komşuyuz.	Benim komşularım yok.
Neighborhood	neighborhood				
Neighbourhood	neighbourhood				
Nephew	nephew	Tom's my nephew.	Is Tom your nephew?	Tom benim erkek yeğenim.	Tom senin yeğenin mi?
Nerves	nerve	What a nerve!	It got on my nerves.	Ne cesaret!	Bu sinirlerimi bozdu.
Nervous	nervous	I'm nervous.	Tom must be nervous.	Ben sinirliyim.	Tom gergin olmalı.
Nervousness	nervousness				
Nest	nest	Birds build nests.	Birds build nests.	Kuşlar yuva yapar.	Kuşlar yuva yapar.
Net	net	The net is huge.	He fixed the net.	Şebeke çok büyük.	O ağı onardı.
Nettle	nettle				
Network	network				
Neuron	Neuron				
Never	never	Never!	I'll never be happy.	Asla!	Hiçbir zaman mutlu olmayacağım.
New	new	I'm new.	They need new shoes.	Ben yeniyim.	Onlara yeni ayakkabılar lazım.
News	news	Some news.	I have news for you.	Bazı haberler var.	Senin için haberlerim var.
Newspaper	newspaper	This is a newspaper.	Tom has a newspaper.	Bu bir gazetedir.	Tom'un gazetesi var.
Next	next	Next!	I stood next to Tom.	Sonraki!	Tom'un yanında durdum.
Next	next	Next!	I stood next to Tom.	Sonraki!	Tom'un yanında durdum.
Nice	nice	Be nice.	This is really nice.	Kibar ol.	Bu gerçekten hoş.
Nickname	nickname	My nickname is Tom.	My nickname is Ryck.	Benim takma adım Tom.	Benim takma adım Ryck.
Niece	niece	Mary's my niece.	I have three nieces.	Mary benim yeğenim.	Üç yeğenim var.
Nigeria	Nigeria				
Night	night	Good night!	Good night, Tatoeba.	İyi geceler!	İyi geceler, Tatoeba.
Nightclub	nightclub	He loves nightclubs.	He loves nightclubs.	O gece kulüplerini sever.	O gece kulüplerini sever.
Nightclub	nightclub	He loves nightclubs.	He loves nightclubs.	O gece kulüplerini sever.	O gece kulüplerini sever.
Nights	night	Good night!	Good night, Tatoeba.	İyi geceler!	İyi geceler, Tatoeba.
Nimble	nimble	Tom is still nimble.	Tom is still nimble.	Tom hâlâ çevik.	Tom hâlâ çevik.
Nine	nine	It's ten to nine.	She works from nine.	Saat dokuza on var.	O dokuzdan itibaren çalışır.
Nineteen	nineteen				
Ninety	ninety				
Ninth	ninth				
Nitrates	nitrate				
Nits	nit	Let's pick nits.	Stop nit-picking.	Bit yumurtalarını ayıklayalım.	Kıllık yapma.
No	no	No.	I've got no friends.	Hayır.	Arkadaşım yok.
Nobility	nobility				
Noblemen	nobleman				
Noise	noise	She made noise.	Tom heard the noise.	O, gürültü yaptı.	Tom gürültüyü duydu.
Noisy	noisy	It was noisy.	The engine is noisy.	O gürültülüydü.	Motor gürültülüdür.
Nomad	Nomad				
North	north	Head north.	We headed due north.	Kuzeye doğru.	Biz kuzeye doğru yöneldik.
Northern	northern				
Nose	nose	His nose bled.	Tom has a nose ring.	Burnu kanadı.	Tom'un bir burun halkası var.
Nostalgia	nostalgia				
Nostalgic	nostalgic	Tom felt nostalgic.	Tom felt nostalgic.	Tom nostaljik hissetti.	Tom nostaljik hissetti.
Notary	notary	Tom is a notary.	Tom is a notary.	Tom bir noter.	Tom bir noter.
Note	note	Note well.	Sami read this note.	Güzelce not al.	Sami bu notu okudu.
Note-book	note	Note well.	Sami read this note.	Güzelce not al.	Sami bu notu okudu.
Nothing	nothing	Nothing.	I could say nothing.	Önemsiz şey.	Hiçbir şey söyleyemem.
Novel	novel	We read novels.	This novel bores me.	Biz romanlar okuruz.	Bu roman bana sıkıcı geliyor.
Now	now	Go now.	Yes, I'm coming now.	Şimdi git.	Evet, şimdi geliyorum.
Now	now	Go now.	Yes, I'm coming now.	Şimdi git.	Evet, şimdi geliyorum.
Nowhere	nowhere	He's nowhere.	I had nowhere to go.	O hiçbir yerde.	Gidecek bir yerim yoktu.
Nuisance	nuisance				
Number	number	Take a number.	17 is a real number.	Bir numara al.	17 gerçek bir sayıdır.
Nurse	Nurse	I'm a nurse.	My sister's a nurse.	Ben bir hemşireyim.	Kardeşim hemşire.
Nurse	Nurse	I'm a nurse.	My sister's a nurse.	Ben bir hemşireyim.	Kardeşim hemşire.
Nursery	nursery				
Nutcracker	Nutcracker				
Nuts	nut	Tom is a nut.	Tom is a health nut.	Tom bir çılgın.	Tom sağlığına çok düşkündür.
Oat	oat				
Obedient	obedient	I'm obedient.	Tom isn't obedient.	Ben itaatkarım.	Tom itaatkar değil.
Obese	obese	I'm obese.	Tom is really obese.	Ben şişmanım.	Tom gerçekten obez.
Obesity	obesity				
Object	object	Tom objected.	Money is no object.	Tom karşı çıktı.	Para önemli değil.
Objective	objective	Be objective.	That's my objective.	Tarafsız ol.	Bu benim amacım.
Observation	observation				
Observatory	observatory				
Obsessed	obsess	I'm obsessed.	Sami was obsessed.	Ben takıntılıyım.	Sami takıntılıydı.
Obsession	obsession				
Obsolete	obsolete				
Obstacle	obstacle				
Obvious	obvious	It's obvious.	It's pretty obvious.	Bu belli.	O oldukça açık.
Obvious	obvious	It's obvious.	It's pretty obvious.	Bu belli.	O oldukça açık.
Obviously	obviously	Obviously.	It's obviously fake.	Kesinlikle.	Bu açıkça sahte.
Obviously	obviously	Obviously.	It's obviously fake.	Kesinlikle.	Bu açıkça sahte.
Obviously	obviously	Obviously.	It's obviously fake.	Kesinlikle.	Bu açıkça sahte.
Occasionally	occasionally				
Occupation	occupation				
Occupied	occupy	It's occupied.	It kept me occupied.	Bu meşgul.	Bu beni meşgul tuttu.
Occur	occur	Overlap can occur.	When did this occur?	Çakışma olabilir.	Bu ne zaman oldu?
Ocean	ocean	I love the ocean.	Tom likes the ocean.	Okyanusu seviyorum.	Tom okyanusu seviyor.
Octopus	Octopus	Do you eat octopus?	Do you eat octopus?	Ahtapot yer misin?	Ahtapot yer misin?
Octopus	Octopus	Do you eat octopus?	Do you eat octopus?	Ahtapot yer misin?	Ahtapot yer misin?
Odourless	odourless				
Oedema	oedema				
Off-the-cuff	off	I'm off.	Turn the engine off.	Ben izinliyim.	Motoru kapatın.
Offender	offender				
Offensive	offensive	Tom is offensive.	Go on the offensive.	Tom saldırgan.	Saldırıya gidin.
Offering	offering				
Office	office	Lock the office.	I called the office.	Ofisi kilitle.	Ofisi aradım.
Official	official	It's official.	I made it official.	Bu, resmidir.	Ben onu resmileştirdim.
Officially	officially				
Offset	offset				
Often	often	I go often.	He often watches TV.	Ben sık sık giderim.	Sık sık televizyon izler.
Oil	oil	Oil the chain.	Tom changed the oil.	Zinciri yağla.	Tom yağı değiştirdi.
Oil	oil	Oil the chain.	Tom changed the oil.	Zinciri yağla.	Tom yağı değiştirdi.
Oil	oil	Oil the chain.	Tom changed the oil.	Zinciri yağla.	Tom yağı değiştirdi.
Old	old	I'm old.	Tom is 13 years old.	Ben yaşlıyım.	Tom 13 yaşında.
Old	old	I'm old.	Tom is 13 years old.	Ben yaşlıyım.	Tom 13 yaşında.
Olympic	olympic				
Omnivorous	omnivorous				
On	on	Go on.	Are you on Facebook?	Devam et.	Face'in var mı?
One	one	Want one?	I only have one dog.	Bir tane ister misin?	Sadece bir köpeğim var.
One-way	one	Want one?	I only have one dog.	Bir tane ister misin?	Sadece bir köpeğim var.
Onion	onion	Add the onion.	He hates raw onions.	Soğanı ekle.	Çiğ soğandan nefret eder.
Only	only	Only joking.	I only love flowers.	Sadece şaka yapıyorum.	Ben sadece çiçekleri seviyorum.
Only	only	Only joking.	I only love flowers.	Sadece şaka yapıyorum.	Ben sadece çiçekleri seviyorum.
Open	open	Open!	Tom's mouth is open.	Açın!	Tom'un ağzı açık.
Open	open	Open!	Tom's mouth is open.	Açın!	Tom'un ağzı açık.
Operation	operation	I had an operation.	I need an operation.	Ben bir kalp ameliyatı geçirdim.	Bir operasyona ihtiyacım var.
Ophthalmologist	ophthalmologist				
Opinion	opinion	I have an opinion.	I want your opinion.	Bir görüşüm var.	Fikrinizi istiyorum.
Opponent	opponent	I have no opponents.	My opponent was Tom.	Hiçbir rakibim yok.	Rakibim Tom'du.
Opponent	opponent	I have no opponents.	My opponent was Tom.	Hiçbir rakibim yok.	Rakibim Tom'du.
Opportunist	opportunist				
Opposition	opposition				
Optics	optic				
Optimism	optimism				
Optimistic	optimistic	I'm optimistic.	You seem optimistic.	Ben iyimserim.	Sen iyimser görünüyorsun.
Orange	Orange	I like oranges.	Do you like oranges?	Portakalı severim.	Portakal sever misin?
Orange	Orange	I like oranges.	Do you like oranges?	Portakalı severim.	Portakal sever misin?
Orbit	orbit				
Order	order	Order now.	Tom has a DNR order.	Şimdi sipariş ver.	Tom'un yaşam destek ünitesine bağlanmak istemediğine dair talimatı var.
Order	order	Order now.	Tom has a DNR order.	Şimdi sipariş ver.	Tom'un yaşam destek ünitesine bağlanmak istemediğine dair talimatı var.
Order	order	Order now.	Tom has a DNR order.	Şimdi sipariş ver.	Tom'un yaşam destek ünitesine bağlanmak istemediğine dair talimatı var.
Ordinary	ordinary				
Organ	organ	That's a huge organ.	That's a huge organ.	O çok büyük bir organ.	O çok büyük bir organ.
Organism	organism				
Organization	organization				
Organizer	organizer				
Oriental	oriental				
Original	original	You're original.	That's not original.	Sen orijinalsin.	O, özgün değil.
Originality	originality				
Ornithologist	ornithologist				
Ornithology	ornithology				
Orphanage	orphanage				
Ostrich	ostrich	Ostriches can't fly.	Ostriches can't fly.	Devekuşları uçamaz.	Devekuşları uçamaz.
Otherwise	otherwise	I think otherwise.	I thought otherwise.	Ben başka türlü düşünüyorum.	Ben başka türlü düşündüm.
Otherwise	otherwise	I think otherwise.	I thought otherwise.	Ben başka türlü düşünüyorum.	Ben başka türlü düşündüm.
Otter	otter	Sea otters are cute.	Sea otters are cute.	Deniz su samurları sevimlidir.	Deniz su samurları sevimlidir.
Out	out	Out!	This is the way out.	Dışarı!	Burası çıkış yolu.
Outbuilding	outbuilde				
Outrageous	outrageous	Tom is outrageous.	This is outrageous!	Tom çirkin.	Bu kadarı çok fazla!
Outside	outside	Go outside.	I'm waiting outside.	Çık dışarı.	Dışarıda bekliyorum.
Oval	oval				
Over	over	Game over.	I'm aching all over.	Oyun bitti.	Her yanım ağrıyor.
Over	over	Game over.	I'm aching all over.	Oyun bitti.	Her yanım ağrıyor.
Overdose	overdose	He overdosed.	Tom overdosed.	Aşırı doz aldı.	Tom aşırı doz aldı.
Overestimate	overestimate	You overestimate me.	You overestimate me.	Beni abartma.	Beni abartma.
Overfishing	overfishing				
Overtake	Overtake	A man overtook her.	A man overtook her.	Bir adam onu ele geçirdi.	Bir adam onu ele geçirdi.
Overtime	overtime	I worked overtime.	Tom worked overtime.	Ben fazla mesai yaptım.	Tom fazla mesai yaptı.
Ovum	Ovum				
Owl	owl	Owls are cute.	Baby owls are cute.	Baykuşlar sevimlidir.	Bebek baykuşlar sevimlidirler.
Owl	owl	Owls are cute.	Baby owls are cute.	Baykuşlar sevimlidir.	Bebek baykuşlar sevimlidirler.
Own	own	I own a car.	I don't own a house.	Ben bir arabaya sahibim.	Benim bir evim yok.
Owner	owner	I'm the owner.	Tom isn't the owner.	Ben sahibiyim.	Tom mal sahibi değil.
Oyster	oyster	I like oysters.	I don't eat oysters.	İstiridyeleri severim.	İstiridye yemem.
Pacific	pacific				
Pack	pack	I'll pack.	Sami packed his bag.	Toplanacağım.	Sami çantasını topladı.
Package	package	I saw the package.	It's a package deal.	Paketi gördüm.	Bu bir paket anlaşma.
Package	package	I saw the package.	It's a package deal.	Paketi gördüm.	Bu bir paket anlaşma.
Packing	packing	Tom's packing.	Tom's packing.	Tom toparlanıyor.	Tom toparlanıyor.
Padlock	padlock				
Padlock	padlock				
Page	page	What page?	And this is my page.	Hangi sayfa?	Ve bu benim sayfam.
Pain	pain	What a pain!	I'm in extreme pain.	Ne kadar acı.	Aşırı acı çekiyorum.
Pain	pain	What a pain!	I'm in extreme pain.	Ne kadar acı.	Aşırı acı çekiyorum.
Painkiller	painkiller	I need a painkiller.	I need a painkiller.	Bir ağrı kesiciye ihtiyacım var.	Bir ağrı kesiciye ihtiyacım var.
Paint	paint	Fresh paint.	I painted the house.	Islak boya.	Ben evi boyadım.
Painter	painter	I'm a painter.	I'm a house painter.	Ben bir ressamım.	Evlere boya badana yapıyorum.
Painting	painting	Hang the painting.	This is my painting.	Tabloyu as.	Bu benim resmim.
Painting	painting	Hang the painting.	This is my painting.	Tabloyu as.	Bu benim resmim.
Pair	pair	Two is a pair.	Two is a pair.	İki bir çifttir.	İki bir çifttir.
Pakistan	Pakistan				
Palace	palace				
Palestine	palestine	Free Palestine!	Free Palestine!	Özgür Filistin!	Özgür Filistin!
Palm	palm	My palms are damp.	My palms are damp.	Benim avuç içlerim nemli.	Benim avuç içlerim nemli.
Pancreas	pancrea				
Panther	Panther	The panther is pink.	The panther is pink.	Panter pembe.	Panter pembedir.
Panties	pantie				
Pants	pant	I was panting.	He ironed his pants.	Nefes nefeseydim.	O pantolonunu ütüledi.
Paper	paper	I want paper.	We don't have paper.	Ben kağıt istiyorum.	Bizim kâğıdımız yok.
Parachute	parachute				
Parachuting	parachuting				
Parachuting	parachuting				
Parachutist	parachutist				
Paragraph	paragraph				
Parakeet	parakeet				
Paralysis	paralysis				
Parameter	parameter				
Paranoid	paranoid	He was paranoid.	Tom was so paranoid.	Paranoyaktı.	Tom çok paranoyaktı.
Parasite	parasite				
Parasol	parasol				
Parenthesis	parenthesis				
Parents	parent	Hello parent!	Aren't you a parent?	Merhaba ebeveyn!	Sen bir ebeveyn değil misin?
Park	park	Go to the park.	Tom's double-parked.	Parka gidin.	Tom çift sıra park etti.
Parliament	parliament				
Parrot	parrot	I want a parrot.	Tom bought a parrot.	Ben bir papağan istiyorum.	Tom bir papağan aldı.
Parsley	parsley				
Part	part	I did my part.	That's the fun part.	Bana düşeni yaptım.	O eğlence kısmı.
Part	part	I did my part.	That's the fun part.	Bana düşeni yaptım.	O eğlence kısmı.
Part	part	I did my part.	That's the fun part.	Bana düşeni yaptım.	O eğlence kısmı.
Participants	participant				
Particle	particle				
Partisan	partisan				
Partition	partition				
Partner	partner	We're partners.	I was Tom's partner.	Biz ortağız.	Ben Tom'un ortağıydım.
Partner	partner	We're partners.	I was Tom's partner.	Biz ortağız.	Ben Tom'un ortağıydım.
Partnership	partnership				
Partridge	partridge				
Party	party	Party time!	Was it a good party?	Parti zamanı!	İyi bir parti miydi?
